Dy163(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,94.3,,11.6,,12.29,,,,,,,,-,,230.4,,31.2,,13.55,,,,,,,,-,,587.8,,7.2,,1.22,,,,,,,,-,,1554.5,,85.0,,5.47,,,,,,,,-,,5377.6,,122.2,,2.27,,,,,,,,-,,15913.8,,10.7,,0.07,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,2115.4,,60.1,,2.84,,48.161,ppt,48.161,ppt,2.71,,-,,54268.5,,282.3,,0.52,,1179.060,ppt,1179.060,ppt,0.52,,-,,3238.7,,44.3,,1.37,,72.518,ppt,72.518,ppt,1.33,,-,,31865.9,,929.2,,2.92,,693.276,ppt,693.276,ppt,2.91,,-,,867.2,,5.4,,0.63,,21.094,ppt,21.094,ppt,0.56,,-,,11049.0,,189.6,,1.72,,241.880,ppt,241.880,ppt,1.70,,-,,1603.4,,16.0,,1.00,,37.058,ppt,37.058,ppt,0.94,,-,,13252.6,,198.5,,1.50,,289.662,ppt,289.662,ppt,1.49,,-,,0.0,,0.0,,,not def.,,,,,,,-,,2075.4,,31.7,,1.53,,47.293,ppt,47.293,ppt,1.46,,-,,4280.6,,1.9,,0.04,,95.110,ppt,95.110,ppt,0.04,,-,,1827.5,,99.0,,5.42,,41.917,ppt,41.917,ppt,5.12,,-,,3783.4,,88.6,,2.34,,84.330,ppt,84.330,ppt,2.28,,-,,937.3,,51.3,,5.47,,22.613,ppt,22.613,ppt,4.92,,-,,12482.1,,69.0,,0.55,,272.954,ppt,272.954,ppt,0.55,,-,,628.0,,109.8,,17.49,,15.906,ppt,15.906,ppt,14.97,,-,,1123.8,,56.7,,5.05,,26.658,ppt,26.658,ppt,4.61,,-,,1.8,,2.5,,141.42,,,,,,,,-,,4.5,,2.5,,54.39,,2.349,ppt,2.349,ppt,2.27,,-,,13.9,,5.6,,39.89,,2.553,ppt,2.553,ppt,4.72,,-,,3.1,,4.4,,141.42,,2.318,ppt,2.318,ppt,4.13,,-,,5.9,,4.9,,81.88,,2.379,ppt,2.379,ppt,4.43,,-,,2315.8,,35.5,,1.53,,52.467,ppt,52.467,ppt,1.47,,-,,39058.8,,683.0,,1.75,,849.211,ppt,849.211,ppt,1.74,,-,,13.5,,7.4,,54.39,,2.544,ppt,2.544,ppt,6.28,,-,,0.0,,0.0,,,not def.,2.251,ppt,2.251,ppt,0.00,,
Ho165(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,369.2,,90.8,,24.59,,,,,,,,-,,869.7,,8.8,,1.01,,,,,,,,-,,2424.8,,76.1,,3.14,,,,,,,,-,,7094.6,,184.2,,2.60,,,,,,,,-,,23989.8,,542.4,,2.26,,,,,,,,-,,72317.2,,1549.4,,2.14,,,,,,,,-,,1.4,,2.0,,141.42,,,,,,,,-,,3295.1,,95.6,,2.90,,18.797,ppt,18.797,ppt,2.43,,-,,82228.6,,639.8,,0.78,,395.040,ppt,395.040,ppt,0.77,,-,,4768.9,,83.2,,1.75,,25.822,ppt,25.822,ppt,1.54,,-,,49146.0,,248.5,,0.51,,237.349,ppt,237.349,ppt,0.50,,-,,1361.7,,88.6,,6.51,,9.582,ppt,9.582,ppt,4.41,,-,,16991.5,,669.8,,3.94,,84.082,ppt,84.082,ppt,3.80,,-,,2417.4,,23.1,,0.95,,14.613,ppt,14.613,ppt,0.75,,-,,20022.8,,58.5,,0.29,,98.531,ppt,98.531,ppt,0.28,,-,,0.0,,0.0,,,not def.,,,,,,,-,,3256.2,,44.1,,1.35,,18.618,ppt,18.618,ppt,1.13,,-,,6658.7,,99.3,,1.49,,34.837,ppt,34.837,ppt,1.36,,-,,2838.0,,93.9,,3.31,,16.625,ppt,16.625,ppt,2.69,,-,,5779.6,,123.9,,2.14,,30.646,ppt,30.646,ppt,1.93,,-,,1486.9,,60.2,,4.05,,10.185,ppt,10.185,ppt,2.82,,-,,19724.6,,498.2,,2.53,,97.116,ppt,97.116,ppt,2.45,,-,,1098.8,,21.2,,1.93,,8.335,ppt,8.335,ppt,1.21,,-,,1753.7,,221.4,,12.62,,11.457,ppt,11.457,ppt,9.21,,-,,11.5,,11.2,,97.53,,,,,,,,-,,36.1,,15.7,,43.51,,3.215,ppt,3.215,ppt,2.33,,-,,48.6,,13.8,,28.35,,3.274,ppt,3.274,ppt,2.01,,-,,35.2,,1.2,,3.48,,3.211,ppt,3.211,ppt,0.18,,-,,44.0,,19.1,,43.27,,3.252,ppt,3.252,ppt,2.79,,-,,3490.4,,42.6,,1.22,,19.680,ppt,19.680,ppt,1.03,,-,,58115.6,,282.5,,0.49,,280.055,ppt,280.055,ppt,0.48,,-,,52.2,,25.2,,48.27,,3.291,ppt,3.291,ppt,3.65,,-,,38.8,,23.0,,59.31,,3.227,ppt,3.227,ppt,3.39,,
Er166(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,373.8,,76.1,,20.36,,,,,,,,-,,1117.6,,76.2,,6.81,,,,,,,,-,,2830.5,,37.2,,1.31,,,,,,,,-,,7961.2,,31.9,,0.40,,,,,,,,-,,26070.7,,531.9,,2.04,,,,,,,,-,,79364.2,,2053.2,,2.59,,,,,,,,-,,1.4,,2.0,,141.42,,,,,,,,-,,5212.3,,15.8,,0.30,,76.335,ppt,76.335,ppt,0.27,,-,,127930.4,,1849.8,,1.45,,1678.606,ppt,1678.606,ppt,1.44,,-,,6857.9,,100.9,,1.47,,97.821,ppt,97.821,ppt,1.35,,-,,76346.2,,46.7,,0.06,,1005.096,ppt,1005.096,ppt,0.06,,-,,2191.9,,12.4,,0.57,,36.899,ppt,36.899,ppt,0.44,,-,,26038.1,,124.1,,0.48,,348.248,ppt,348.248,ppt,0.47,,-,,3754.6,,189.4,,5.04,,57.303,ppt,57.303,ppt,4.32,,-,,30649.6,,730.7,,2.38,,408.457,ppt,408.457,ppt,2.34,,-,,1.8,,2.5,,141.42,,,,,,,,-,,5108.4,,7.2,,0.14,,74.973,ppt,74.973,ppt,0.12,,-,,10777.0,,499.5,,4.63,,148.986,ppt,148.986,ppt,4.38,,-,,4720.1,,95.6,,2.03,,69.904,ppt,69.904,ppt,1.79,,-,,9290.3,,203.7,,2.19,,129.575,ppt,129.575,ppt,2.05,,-,,2664.0,,0.0,,0.00,,43.058,ppt,43.058,ppt,0.00,,-,,31524.7,,85.2,,0.27,,419.878,ppt,419.878,ppt,0.26,,-,,1793.8,,12.4,,0.69,,31.696,ppt,31.696,ppt,0.51,,-,,3025.8,,168.1,,5.56,,47.782,ppt,47.782,ppt,4.59,,-,,5.0,,7.1,,141.42,,,,,,,,-,,12.5,,5.9,,47.14,,8.397,ppt,8.397,ppt,0.92,,-,,15.3,,9.8,,64.28,,8.433,ppt,8.433,ppt,1.52,,-,,19.5,,2.8,,14.27,,8.488,ppt,8.488,ppt,0.43,,-,,23.6,,2.0,,8.32,,8.542,ppt,8.542,ppt,0.30,,-,,5395.1,,118.6,,2.20,,78.675,ppt,78.675,ppt,1.97,,-,,91106.4,,1874.4,,2.06,,1197.765,ppt,1197.765,ppt,2.04,,-,,24.7,,8.3,,33.86,,8.555,ppt,8.555,ppt,1.27,,-,,12.6,,13.9,,110.34,,8.399,ppt,8.399,ppt,2.17,,
Tm169(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,1381.8,,70.8,,5.13,,,,,,,,-,,3484.2,,143.4,,4.12,,,,,,,,-,,9034.8,,125.8,,1.39,,,,,,,,-,,26291.3,,308.4,,1.17,,,,,,,,-,,86233.1,,1211.3,,1.40,,,,,,,,-,,262097.0,,4188.6,,1.60,,,,,,,,-,,1.3,,1.8,,141.42,,,,,,,,-,,3292.5,,109.8,,3.33,,21.584,ppt,21.584,ppt,2.01,,-,,79096.3,,319.8,,0.40,,321.136,ppt,321.136,ppt,0.39,,-,,4410.8,,154.1,,3.49,,26.003,ppt,26.003,ppt,2.34,,-,,46543.0,,458.0,,0.98,,192.496,ppt,192.496,ppt,0.94,,-,,1414.3,,99.1,,7.01,,14.163,ppt,14.163,ppt,2.77,,-,,15798.5,,294.1,,1.86,,71.004,ppt,71.004,ppt,1.64,,-,,2400.9,,109.8,,4.57,,18.061,ppt,18.061,ppt,2.40,,-,,18104.2,,506.9,,2.80,,80.115,ppt,80.115,ppt,2.50,,-,,0.0,,0.0,,,not def.,,,,,,,-,,3392.7,,10.5,,0.31,,21.985,ppt,21.985,ppt,0.19,,-,,7005.6,,185.9,,2.65,,36.262,ppt,36.262,ppt,2.03,,-,,3251.3,,58.5,,1.80,,21.426,ppt,21.426,ppt,1.08,,-,,5942.4,,24.8,,0.42,,32.061,ppt,32.061,ppt,0.31,,-,,1828.7,,79.6,,4.35,,15.805,ppt,15.805,ppt,1.99,,-,,20887.6,,661.1,,3.17,,91.119,ppt,91.119,ppt,2.87,,-,,1201.4,,10.6,,0.88,,13.326,ppt,13.326,ppt,0.31,,-,,2104.2,,26.4,,1.26,,16.894,ppt,16.894,ppt,0.62,,-,,4.2,,5.9,,141.42,,,,,,,,-,,60.0,,3.5,,5.89,,8.799,ppt,8.799,ppt,0.16,,-,,60.0,,7.1,,11.79,,8.799,ppt,8.799,ppt,0.32,,-,,68.1,,9.8,,14.43,,8.831,ppt,8.831,ppt,0.44,,-,,61.3,,1.8,,2.89,,8.804,ppt,8.804,ppt,0.08,,-,,3499.2,,69.1,,1.97,,22.389,ppt,22.389,ppt,1.22,,-,,56527.2,,703.1,,1.24,,231.939,ppt,231.939,ppt,1.20,,-,,106.9,,9.8,,9.18,,8.985,ppt,8.985,ppt,0.43,,-,,91.0,,4.9,,5.40,,8.921,ppt,8.921,ppt,0.22,,
Yb172(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,311.3,,44.2,,14.20,,,,,,,,-,,803.3,,67.2,,8.37,,,,,,,,-,,2194.3,,37.2,,1.69,,,,,,,,-,,6224.2,,19.5,,0.31,,,,,,,,-,,20135.6,,40.9,,0.20,,,,,,,,-,,61185.9,,742.4,,1.21,,,,,,,,-,,3.1,,4.4,,141.42,,,,,,,,-,,6135.3,,56.8,,0.93,,111.859,ppt,111.859,ppt,0.86,,-,,144880.6,,8.8,,0.01,,2461.741,ppt,2461.741,ppt,0.01,,-,,8330.8,,260.3,,3.12,,149.044,ppt,149.044,ppt,2.96,,-,,86829.2,,862.4,,0.99,,1478.545,ppt,1478.545,ppt,0.99,,-,,2535.1,,51.3,,2.02,,50.884,ppt,50.884,ppt,1.71,,-,,29496.1,,315.6,,1.07,,507.513,ppt,507.513,ppt,1.05,,-,,4472.2,,99.2,,2.22,,83.693,ppt,83.693,ppt,2.01,,-,,33685.6,,115.3,,0.34,,578.469,ppt,578.469,ppt,0.34,,-,,0.0,,0.0,,,not def.,,,,,,,-,,6149.0,,30.0,,0.49,,112.145,ppt,112.145,ppt,0.45,,-,,13634.8,,122.2,,0.90,,238.930,ppt,238.930,ppt,0.87,,-,,5959.9,,46.1,,0.77,,108.942,ppt,108.942,ppt,0.72,,-,,11486.2,,49.5,,0.43,,202.539,ppt,202.539,ppt,0.41,,-,,3225.0,,56.7,,1.76,,62.622,ppt,62.622,ppt,1.53,,-,,39669.7,,521.5,,1.31,,679.873,ppt,679.873,ppt,1.30,,-,,2218.2,,198.3,,8.94,,45.570,ppt,45.570,ppt,7.37,,-,,3743.4,,123.8,,3.31,,71.402,ppt,71.402,ppt,2.94,,-,,7.5,,10.6,,141.42,,,,,,,,-,,2.8,,0.0,,0.00,,7.921,ppt,7.921,ppt,0.00,,-,,0.0,,0.0,,,not def.,7.874,ppt,7.874,ppt,0.00,,-,,2.8,,3.9,,141.42,,7.921,ppt,7.921,ppt,0.84,,-,,2.5,,3.5,,141.42,,7.917,ppt,7.917,ppt,0.76,,-,,7010.7,,111.7,,1.59,,126.612,ppt,126.612,ppt,1.49,,-,,112340.1,,1538.5,,1.37,,1910.540,ppt,1910.540,ppt,1.36,,-,,13.9,,7.9,,56.57,,8.110,ppt,8.110,ppt,1.64,,-,,4.2,,5.9,,141.42,,7.945,ppt,7.945,ppt,1.26,,
Yb173(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,236.3,,19.4,,8.23,,,,,,,,-,,600.4,,24.8,,4.13,,,,,,,,-,,1602.1,,56.6,,3.53,,,,,,,,-,,4669.9,,92.1,,1.97,,,,,,,,-,,15343.7,,19.5,,0.13,,,,,,,,-,,45703.5,,594.5,,1.30,,,,,,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,4380.8,,1.7,,0.04,,106.399,ppt,106.399,ppt,0.04,,-,,109824.8,,1189.4,,1.08,,2494.714,ppt,2494.714,ppt,1.08,,-,,6088.9,,5.3,,0.09,,145.088,ppt,145.088,ppt,0.08,,-,,64797.4,,1086.6,,1.68,,1474.841,ppt,1474.841,ppt,1.67,,-,,1942.7,,53.0,,2.73,,51.175,ppt,51.175,ppt,2.35,,-,,22005.5,,5.3,,0.02,,505.601,ppt,505.601,ppt,0.02,,-,,3348.9,,51.3,,1.53,,83.027,ppt,83.027,ppt,1.40,,-,,24840.9,,324.4,,1.31,,569.822,ppt,569.822,ppt,1.29,,-,,0.0,,0.0,,,not def.,,,,,,,-,,4548.6,,23.0,,0.51,,110.199,ppt,110.199,ppt,0.47,,-,,9887.7,,78.1,,0.79,,231.131,ppt,231.131,ppt,0.77,,-,,4502.2,,24.8,,0.55,,109.149,ppt,109.149,ppt,0.52,,-,,8834.3,,115.1,,1.30,,207.272,ppt,207.272,ppt,1.26,,-,,2391.0,,60.2,,2.52,,61.330,ppt,61.330,ppt,2.22,,-,,29699.1,,602.9,,2.03,,679.860,ppt,679.860,ppt,2.01,,-,,1624.7,,35.4,,2.18,,43.973,ppt,43.973,ppt,1.82,,-,,2836.8,,14.1,,0.50,,71.427,ppt,71.427,ppt,0.45,,-,,9.4,,13.3,,141.42,,,,,,,,-,,4.2,,5.9,,141.42,,7.056,ppt,7.056,ppt,1.89,,-,,0.0,,0.0,,,not def.,6.962,ppt,6.962,ppt,0.00,,-,,1.3,,1.8,,141.42,,6.990,ppt,6.990,ppt,0.57,,-,,8.2,,8.1,,98.28,,7.147,ppt,7.147,ppt,2.55,,-,,5283.7,,244.4,,4.63,,126.638,ppt,126.638,ppt,4.37,,-,,83981.3,,825.2,,0.98,,1909.144,ppt,1909.144,ppt,0.98,,-,,6.3,,8.8,,141.42,,7.103,ppt,7.103,ppt,2.82,,-,,1.3,,1.8,,141.42,,6.990,ppt,6.990,ppt,0.57,,
Lu175(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,1321.7,,42.5,,3.22,,,,,,,,-,,3933.7,,42.7,,1.08,,,,,,,,-,,9925.3,,166.4,,1.68,,,,,,,,-,,28657.1,,413.1,,1.44,,,,,,,,-,,95702.4,,1476.7,,1.54,,,,,,,,-,,285242.8,,3900.4,,1.37,,,,,,,,-,,2.8,,3.9,,141.42,,,,,,,,-,,5770.9,,111.6,,1.93,,28.543,ppt,28.543,ppt,1.42,,-,,130009.6,,1400.6,,1.08,,479.271,ppt,479.271,ppt,1.06,,-,,7632.0,,108.0,,1.42,,35.295,ppt,35.295,ppt,1.11,,-,,77382.6,,563.7,,0.73,,288.345,ppt,288.345,ppt,0.71,,-,,2378.4,,60.3,,2.54,,16.236,ppt,16.236,ppt,1.35,,-,,26387.9,,235.9,,0.89,,103.340,ppt,103.340,ppt,0.83,,-,,4182.9,,115.3,,2.76,,22.782,ppt,22.782,ppt,1.84,,-,,29205.1,,241.2,,0.83,,113.560,ppt,113.560,ppt,0.77,,-,,0.0,,0.0,,,not def.,,,,,,,-,,5604.3,,180.6,,3.22,,27.949,ppt,27.949,ppt,2.34,,-,,12557.3,,306.6,,2.44,,53.174,ppt,53.174,ppt,2.09,,-,,5484.0,,134.6,,2.45,,27.513,ppt,27.513,ppt,1.77,,-,,10388.8,,244.4,,2.35,,45.307,ppt,45.307,ppt,1.96,,-,,2948.3,,12.3,,0.42,,18.313,ppt,18.313,ppt,0.24,,-,,36893.8,,445.2,,1.21,,141.465,ppt,141.465,ppt,1.14,,-,,2100.4,,10.7,,0.51,,15.237,ppt,15.237,ppt,0.25,,-,,3633.1,,106.3,,2.93,,20.798,ppt,20.798,ppt,1.86,,-,,5.6,,7.9,,141.42,,,,,,,,-,,0.0,,0.0,,,not def.,7.597,ppt,7.597,ppt,0.00,,-,,1.8,,2.5,,141.42,,7.603,ppt,7.603,ppt,0.12,,-,,3.1,,0.0,,0.00,,7.608,ppt,7.608,ppt,0.00,,-,,0.0,,0.0,,,not def.,7.597,ppt,7.597,ppt,0.00,,-,,6636.3,,70.9,,1.07,,31.673,ppt,31.673,ppt,0.81,,-,,104891.8,,429.1,,0.41,,388.136,ppt,388.136,ppt,0.40,,-,,16.0,,4.9,,30.74,,7.655,ppt,7.655,ppt,0.23,,-,,3.3,,0.3,,9.43,,7.609,ppt,7.609,ppt,0.02,,
Hf178(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,23395.7,,74.4,,0.32,,,,,,,,-,,63102.2,,614.4,,0.97,,,,,,,,-,,165818.8,,1388.2,,0.84,,,,,,,,-,,482281.6,,4763.1,,0.99,,,,,,,,-,,1619100.8,,5331.0,,0.33,,,,,,,,-,,4833847.4,,49442.4,,1.02,,,,,,,,-,,44.8,,58.4,,130.16,,,,,,,,-,,164987.6,,1157.4,,0.70,,1560.309,ppt,1560.309,ppt,0.57,,-,,3400710.4,,25469.4,,0.75,,26454.572,ppt,26454.572,ppt,0.74,,-,,240940.4,,2327.8,,0.97,,2144.657,ppt,2144.657,ppt,0.84,,-,,2268553.6,,9643.8,,0.43,,17744.243,ppt,17744.243,ppt,0.42,,-,,65615.1,,232.6,,0.35,,795.780,ppt,795.780,ppt,0.22,,-,,600297.6,,801.0,,0.13,,4909.397,ppt,4909.397,ppt,0.13,,-,,78711.5,,199.3,,0.25,,896.538,ppt,896.538,ppt,0.17,,-,,503345.6,,2136.0,,0.42,,4163.490,ppt,4163.490,ppt,0.39,,-,,0.0,,0.0,,,not def.,,,,,,,-,,167047.0,,1526.5,,0.91,,1576.498,ppt,1576.498,ppt,0.74,,-,,469882.0,,4026.0,,0.86,,3906.381,ppt,3906.381,ppt,0.79,,-,,315831.6,,1361.6,,0.43,,2721.183,ppt,2721.183,ppt,0.38,,-,,749329.6,,7406.0,,0.99,,6056.331,ppt,6056.331,ppt,0.94,,-,,210183.4,,862.4,,0.41,,1908.371,ppt,1908.371,ppt,0.35,,-,,2735075.2,,40860.6,,1.49,,21333.805,ppt,21333.805,ppt,1.47,,-,,163181.0,,1856.3,,1.14,,1546.755,ppt,1546.755,ppt,0.92,,-,,293858.8,,3600.6,,1.23,,2552.134,ppt,2552.134,ppt,1.09,,-,,376.8,,532.8,,141.42,,,,,,,,-,,135.0,,35.4,,26.19,,289.450,ppt,289.450,ppt,0.09,,-,,78.8,,19.4,,24.69,,289.018,ppt,289.018,ppt,0.05,,-,,62.5,,9.8,,15.71,,288.893,ppt,288.893,ppt,0.03,,-,,57.5,,21.2,,36.89,,288.854,ppt,288.854,ppt,0.06,,-,,469962.8,,579.8,,0.12,,3904.104,ppt,3904.104,ppt,0.11,,-,,5750005.4,,27876.9,,0.48,,44526.485,ppt,44526.485,ppt,0.48,,-,,526.6,,270.9,,51.44,,292.463,ppt,292.463,ppt,0.71,,-,,106.3,,5.3,,4.99,,289.229,ppt,289.229,ppt,0.01,,
Hf179(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,11895.8,,104.6,,0.88,,,,,,,,-,,31523.6,,154.4,,0.49,,,,,,,,-,,82805.8,,780.4,,0.94,,,,,,,,-,,241452.4,,1415.3,,0.59,,,,,,,,-,,809731.2,,5711.2,,0.71,,,,,,,,-,,2454780.8,,57396.7,,2.34,,,,,,,,-,,11.1,,15.7,,141.42,,,,,,,,-,,82615.8,,1400.9,,1.70,,1586.121,ppt,1586.121,ppt,1.34,,-,,1686632.0,,3238.0,,0.19,,25892.146,ppt,25892.146,ppt,0.19,,-,,121341.7,,2155.4,,1.78,,2172.943,ppt,2172.943,ppt,1.50,,-,,1128009.6,,8317.8,,0.74,,17427.213,ppt,17427.213,ppt,0.72,,-,,32931.8,,283.7,,0.86,,833.248,ppt,833.248,ppt,0.52,,-,,300996.8,,81.5,,0.03,,4895.298,ppt,4895.298,ppt,0.03,,-,,39327.3,,214.6,,0.55,,930.161,ppt,930.161,ppt,0.35,,-,,250932.0,,152.2,,0.06,,4136.655,ppt,4136.655,ppt,0.06,,-,,0.0,,0.0,,,not def.,,,,,,,-,,83706.0,,1274.8,,1.52,,1602.809,ppt,1602.809,ppt,1.21,,-,,236589.8,,162.6,,0.07,,3919.493,ppt,3919.493,ppt,0.06,,-,,160571.6,,223.4,,0.14,,2767.571,ppt,2767.571,ppt,0.12,,-,,371615.6,,1155.7,,0.31,,5965.570,ppt,5965.570,ppt,0.29,,-,,105841.8,,851.1,,0.80,,1938.238,ppt,1938.238,ppt,0.67,,-,,1361228.8,,10825.0,,0.80,,20961.405,ppt,20961.405,ppt,0.78,,-,,81557.2,,216.9,,0.27,,1570.248,ppt,1570.248,ppt,0.21,,-,,147879.0,,739.6,,0.50,,2575.238,ppt,2575.238,ppt,0.44,,-,,180.2,,254.8,,141.42,,,,,,,,-,,57.1,,21.8,,38.19,,332.528,ppt,332.528,ppt,0.10,,-,,48.6,,2.0,,4.04,,332.400,ppt,332.400,ppt,0.01,,-,,34.7,,9.8,,28.28,,332.189,ppt,332.189,ppt,0.04,,-,,37.5,,2.0,,5.24,,332.231,ppt,332.231,ppt,0.01,,-,,237905.8,,519.6,,0.22,,3936.704,ppt,3936.704,ppt,0.20,,-,,2978067.2,,10689.2,,0.36,,45458.998,ppt,45458.998,ppt,0.36,,-,,283.8,,97.3,,34.28,,335.963,ppt,335.963,ppt,0.44,,-,,59.6,,10.0,,16.81,,332.566,ppt,332.566,ppt,0.05,,
Ta181(LR),-,,0.7,,0.2,,28.28,,,,,,,,-,,93.8,,5.3,,5.66,,,,,,,,-,,205.3,,23.7,,11.54,,,,,,,,-,,503.0,,11.3,,2.25,,,,,,,,-,,1497.2,,13.8,,0.92,,,,,,,,-,,4948.6,,132.3,,2.67,,,,,,,,-,,14397.3,,226.3,,1.57,,,,,,,,-,,1.4,,2.0,,141.42,,,,,,,,-,,95.5,,17.7,,18.51,,0.389,ppt,0.389,ppt,10.68,,-,,1544.5,,15.6,,1.01,,3.794,ppt,3.794,ppt,0.96,,-,,172.5,,4.9,,2.87,,0.570,ppt,0.570,ppt,2.04,,-,,978.0,,21.2,,2.17,,2.463,ppt,2.463,ppt,2.03,,-,,50.0,,6.4,,12.73,,0.282,ppt,0.282,ppt,5.30,,-,,281.3,,16.6,,5.91,,0.826,ppt,0.826,ppt,4.73,,-,,60.5,,3.5,,5.84,,0.307,ppt,0.307,ppt,2.71,,-,,275.8,,13.1,,4.74,,0.813,ppt,0.813,ppt,3.78,,-,,0.4,,0.6,,141.42,,,,,,,,-,,98.3,,8.1,,8.28,,0.398,ppt,0.398,ppt,4.80,,-,,203.5,,2.8,,1.39,,0.645,ppt,0.645,ppt,1.03,,-,,268.3,,1.8,,0.66,,0.797,ppt,0.797,ppt,0.52,,-,,429.5,,53.0,,12.35,,1.176,ppt,1.176,ppt,10.60,,-,,161.5,,3.5,,2.19,,0.546,ppt,0.546,ppt,1.52,,-,,1578.5,,43.1,,2.73,,3.876,ppt,3.876,ppt,2.61,,-,,167.8,,5.3,,3.16,,0.561,ppt,0.561,ppt,2.22,,-,,245.0,,7.1,,2.89,,0.743,ppt,0.743,ppt,2.24,,-,,0.7,,0.1,,20.20,,,,,,,,-,,44.8,,3.2,,7.11,,0.271,ppt,0.271,ppt,2.76,,-,,20.8,,1.2,,5.66,,0.215,ppt,0.215,ppt,1.29,,-,,20.5,,7.1,,34.64,,0.214,ppt,0.214,ppt,7.79,,-,,13.5,,0.0,,0.00,,0.198,ppt,0.198,ppt,0.00,,-,,133.5,,8.5,,6.36,,0.480,ppt,0.480,ppt,4.16,,-,,1424.2,,25.1,,1.76,,3.513,ppt,3.513,ppt,1.68,,-,,17.0,,2.8,,16.64,,0.206,ppt,0.206,ppt,3.22,,-,,16.1,,0.8,,4.88,,0.204,ppt,0.204,ppt,0.90,,
Ir193(LR),-,,44.4,,7.9,,17.68,,,,,,,,-,,192718.8,,1043.7,,0.54,,,,,,,,-,,187556.8,,71.8,,0.04,,,,,,,,-,,185788.0,,1129.7,,0.61,,,,,,,,-,,188135.4,,2784.6,,1.48,,,,,,,,-,,190054.2,,1523.1,,0.80,,,,,,,,-,,211115.2,,4155.0,,1.97,,,,,,,,-,,105.0,,49.5,,47.14,,,,,,,,-,,179543.6,,2089.6,,1.16,,,not calib.,,not calib.,,,-,,184155.4,,201.1,,0.11,,,not calib.,,not calib.,,,-,,177391.4,,2583.2,,1.46,,,not calib.,,not calib.,,,-,,181163.2,,799.9,,0.44,,,not calib.,,not calib.,,,-,,174527.0,,2088.8,,1.20,,,not calib.,,not calib.,,,-,,173587.0,,939.9,,0.54,,,not calib.,,not calib.,,,-,,174483.6,,71.3,,0.04,,,not calib.,,not calib.,,,-,,175946.2,,968.7,,0.55,,,not calib.,,not calib.,,,-,,51.7,,44.8,,86.68,,,,,,,,-,,173516.0,,1103.7,,0.64,,,not calib.,,not calib.,,,-,,171705.2,,635.3,,0.37,,,not calib.,,not calib.,,,-,,174620.0,,2507.7,,1.44,,,not calib.,,not calib.,,,-,,170154.6,,1443.3,,0.85,,,not calib.,,not calib.,,,-,,170711.0,,2879.1,,1.69,,,not calib.,,not calib.,,,-,,172958.2,,1421.9,,0.82,,,not calib.,,not calib.,,,-,,169208.2,,675.1,,0.40,,,not calib.,,not calib.,,,-,,164177.6,,1096.3,,0.67,,,not calib.,,not calib.,,,-,,88.9,,55.0,,61.87,,,,,,,,-,,163087.6,,1039.2,,0.64,,,not calib.,,not calib.,,,-,,162560.2,,364.6,,0.22,,,not calib.,,not calib.,,,-,,160840.8,,3502.2,,2.18,,,not calib.,,not calib.,,,-,,158357.0,,224.3,,0.14,,,not calib.,,not calib.,,,-,,161449.6,,1985.0,,1.23,,,not calib.,,not calib.,,,-,,169177.6,,290.2,,0.17,,,not calib.,,not calib.,,,-,,155815.6,,1827.2,,1.17,,,not calib.,,not calib.,,,-,,156873.0,,624.2,,0.40,,,not calib.,,not calib.,,,
