Lu175(LR),-,,3.3,,1.2,,35.36,,,,,,,,-,,1228.1,,3.5,,0.28,,,,,,,,-,,3660.2,,124.1,,3.39,,,,,,,,-,,9686.9,,258.9,,2.67,,,,,,,,-,,28758.3,,388.8,,1.35,,,,,,,,-,,92126.2,,910.2,,0.99,,,,,,,,-,,267660.0,,5858.2,,2.19,,,,,,,,-,,28.4,,8.4,,29.53,,,,,,,,-,,19883.6,,60.3,,0.30,,81.400,ppt,81.400,ppt,0.29,,-,,14434.7,,257.3,,1.78,,60.324,ppt,60.324,ppt,1.65,,-,,125801.2,,8602.1,,6.84,,491.085,ppt,491.085,ppt,6.78,,-,,3072.3,,133.0,,4.33,,16.375,ppt,16.375,ppt,3.14,,-,,409.5,,37.3,,9.11,,6.076,ppt,6.076,ppt,2.37,,-,,1937.6,,21.3,,1.10,,11.986,ppt,11.986,ppt,0.69,,-,,5914.7,,195.1,,3.30,,27.369,ppt,27.369,ppt,2.76,,-,,2770.1,,39.1,,1.41,,15.206,ppt,15.206,ppt,0.99,,-,,0.0,,0.0,,,not def.,,,,,,,-,,2.5,,3.5,,141.42,,4.611,ppt,4.611,ppt,0.30,,-,,558.6,,14.1,,2.53,,6.762,ppt,6.762,ppt,0.81,,-,,626.3,,21.4,,3.42,,7.024,ppt,7.024,ppt,1.18,,-,,5113.5,,58.4,,1.14,,24.380,ppt,24.380,ppt,0.93,,-,,24725.3,,489.9,,1.98,,100.238,ppt,100.238,ppt,1.89,,-,,6281.0,,131.2,,2.09,,28.896,ppt,28.896,ppt,1.76,,-,,18640.1,,296.4,,1.59,,76.700,ppt,76.700,ppt,1.49,,-,,4.6,,0.6,,12.86,,4.619,ppt,4.619,ppt,0.05,,-,,2.8,,3.9,,141.42,,,,,,,,-,,0.0,,0.0,,,not def.,4.591,ppt,4.591,ppt,0.00,,-,,10.4,,2.9,,28.28,,4.631,ppt,4.631,ppt,0.25,,-,,24588.5,,395.8,,1.61,,99.698,ppt,99.698,ppt,1.54,,-,,8051.6,,166.8,,2.07,,35.734,ppt,35.734,ppt,1.81,,-,,44907.8,,113.8,,0.25,,178.292,ppt,178.292,ppt,0.25,,-,,18479.5,,423.9,,2.29,,76.069,ppt,76.069,ppt,2.16,,-,,10299.0,,31.9,,0.31,,44.427,ppt,44.427,ppt,0.28,,-,,22325.6,,32.0,,0.14,,90.945,ppt,90.945,ppt,0.14,,
Hf178(LR),-,,37.5,,17.7,,47.14,,,,,,,,-,,21133.4,,127.8,,0.60,,,,,,,,-,,59272.2,,478.3,,0.81,,,,,,,,-,,161550.4,,63.9,,0.04,,,,,,,,-,,475660.8,,951.5,,0.20,,,,,,,,-,,1536787.2,,8331.4,,0.54,,,,,,,,-,,4625862.4,,79078.3,,1.71,,,,,,,,-,,37.5,,9.8,,26.19,,,,,,,,-,,666411.2,,8125.5,,1.22,,5642.483,ppt,5642.483,ppt,1.16,,-,,637210.4,,1331.6,,0.21,,5407.494,ppt,5407.494,ppt,0.20,,-,,8230691.9,,22756.3,,0.28,,66514.930,ppt,66514.930,ppt,0.28,,-,,129849.6,,1787.6,,1.38,,1324.582,ppt,1324.582,ppt,1.09,,-,,45518.4,,305.7,,0.67,,645.939,ppt,645.939,ppt,0.38,,-,,224946.4,,2230.5,,0.99,,2089.860,ppt,2089.860,ppt,0.86,,-,,264246.0,,3883.4,,1.47,,2406.118,ppt,2406.118,ppt,1.30,,-,,200750.4,,224.0,,0.11,,1895.146,ppt,1895.146,ppt,0.10,,-,,95.6,,22.0,,23.02,,,,,,,,-,,162.0,,34.5,,21.32,,280.473,ppt,280.473,ppt,0.10,,-,,27152.8,,92.3,,0.34,,497.678,ppt,497.678,ppt,0.15,,-,,34405.8,,211.3,,0.61,,556.045,ppt,556.045,ppt,0.31,,-,,236913.6,,2332.9,,0.98,,2185.697,ppt,2185.697,ppt,0.86,,-,,671288.0,,5930.6,,0.88,,5681.262,ppt,5681.262,ppt,0.84,,-,,304820.4,,7645.2,,2.51,,2732.167,ppt,2732.167,ppt,2.25,,-,,1469928.0,,24593.7,,1.67,,12108.201,ppt,12108.201,ppt,1.63,,-,,116.1,,8.6,,7.44,,280.104,ppt,280.104,ppt,0.02,,-,,32.3,,1.5,,4.56,,,,,,,,-,,112.5,,7.1,,6.29,,280.584,ppt,280.584,ppt,0.02,,-,,51.3,,12.4,,24.15,,280.091,ppt,280.091,ppt,0.04,,-,,480079.6,,7383.9,,1.54,,4143.049,ppt,4143.049,ppt,1.43,,-,,302664.0,,2568.2,,0.85,,2715.323,ppt,2715.323,ppt,0.76,,-,,3027817.6,,32850.5,,1.08,,24645.599,ppt,24645.599,ppt,1.07,,-,,638720.0,,6967.0,,1.09,,5419.684,ppt,5419.684,ppt,1.03,,-,,480370.4,,2546.7,,0.53,,4145.389,ppt,4145.389,ppt,0.49,,-,,2027452.8,,32266.7,,1.59,,16595.309,ppt,16595.309,ppt,1.56,,
Hf179(LR),-,,13.0,,5.2,,39.60,,,,,,,,-,,10606.3,,175.6,,1.66,,,,,,,,-,,30156.9,,94.2,,0.31,,,,,,,,-,,80700.7,,2214.5,,2.74,,,,,,,,-,,239528.8,,2575.0,,1.08,,,,,,,,-,,761168.8,,974.1,,0.13,,,,,,,,-,,2284374.4,,40951.1,,1.79,,,,,,,,-,,20.0,,0.0,,0.00,,,,,,,,-,,334456.8,,858.7,,0.26,,5703.751,ppt,5703.751,ppt,0.25,,-,,320759.2,,6013.2,,1.87,,5480.423,ppt,5480.423,ppt,1.79,,-,,4308595.2,,38955.4,,0.90,,70498.986,ppt,70498.986,ppt,0.90,,-,,65609.6,,257.7,,0.39,,1320.406,ppt,1320.406,ppt,0.32,,-,,23147.6,,122.5,,0.53,,628.097,ppt,628.097,ppt,0.32,,-,,113384.2,,1700.7,,1.50,,2099.334,ppt,2099.334,ppt,1.32,,-,,133426.6,,1136.5,,0.85,,2426.110,ppt,2426.110,ppt,0.76,,-,,100171.1,,1240.1,,1.24,,1883.905,ppt,1883.905,ppt,1.07,,-,,47.5,,0.0,,0.00,,,,,,,,-,,86.0,,12.0,,13.94,,251.647,ppt,251.647,ppt,0.08,,-,,13808.6,,81.6,,0.59,,475.383,ppt,475.383,ppt,0.28,,-,,17202.3,,385.1,,2.24,,530.715,ppt,530.715,ppt,1.18,,-,,119003.9,,2883.7,,2.42,,2190.511,ppt,2190.511,ppt,2.15,,-,,335346.8,,1127.4,,0.34,,5717.814,ppt,5717.814,ppt,0.32,,-,,154483.2,,1929.6,,1.25,,2768.973,ppt,2768.973,ppt,1.14,,-,,732820.0,,11265.1,,1.54,,12198.305,ppt,12198.305,ppt,1.51,,-,,68.1,,9.8,,14.43,,251.355,ppt,251.355,ppt,0.06,,-,,23.8,,1.8,,7.44,,,,,,,,-,,51.5,,5.7,,11.05,,251.472,ppt,251.472,ppt,0.04,,-,,34.7,,5.9,,16.97,,251.198,ppt,251.198,ppt,0.04,,-,,243696.6,,2888.7,,1.19,,4223.916,ppt,4223.916,ppt,1.12,,-,,152675.4,,2720.7,,1.78,,2739.886,ppt,2739.886,ppt,1.62,,-,,1493257.6,,1036.3,,0.07,,24597.036,ppt,24597.036,ppt,0.07,,-,,320333.6,,4746.1,,1.48,,5473.422,ppt,5473.422,ppt,1.41,,-,,241013.8,,1058.7,,0.44,,4180.175,ppt,4180.175,ppt,0.41,,-,,1007184.8,,6060.8,,0.60,,16671.997,ppt,16671.997,ppt,0.59,,
Ta181(LR),-,,8.3,,0.0,,0.00,,,,,,,,-,,84.3,,6.7,,7.97,,,,,,,,-,,201.5,,10.6,,5.26,,,,,,,,-,,497.8,,15.2,,3.05,,,,,,,,-,,1473.5,,12.7,,0.86,,,,,,,,-,,4635.8,,7.4,,0.16,,,,,,,,-,,13632.5,,201.7,,1.48,,,,,,,,-,,8.9,,0.0,,0.00,,,,,,,,-,,892.0,,38.9,,4.36,,2.355,ppt,2.355,ppt,4.11,,-,,230.5,,9.2,,3.99,,0.710,ppt,0.710,ppt,3.22,,-,,2479.3,,0.4,,0.01,,6.301,ppt,6.301,ppt,0.01,,-,,484.5,,9.2,,1.90,,1.342,ppt,1.342,ppt,1.70,,-,,30.8,,6.7,,21.85,,0.214,ppt,0.214,ppt,7.82,,-,,183.3,,20.9,,11.38,,0.593,ppt,0.593,ppt,8.75,,-,,442.0,,12.7,,2.88,,1.236,ppt,1.236,ppt,2.56,,-,,141.5,,13.4,,9.49,,0.489,ppt,0.489,ppt,6.83,,-,,6.9,,2.7,,39.60,,,,,,,,-,,22.8,,9.5,,41.96,,0.198,ppt,0.198,ppt,11.96,,-,,29.5,,0.7,,2.40,,0.215,ppt,0.215,ppt,0.82,,-,,31.5,,0.7,,2.24,,0.220,ppt,0.220,ppt,0.80,,-,,130.0,,5.7,,4.35,,0.465,ppt,0.465,ppt,3.02,,-,,2947.3,,36.4,,1.23,,7.469,ppt,7.469,ppt,1.21,,-,,201.5,,16.3,,8.07,,0.643,ppt,0.643,ppt,6.29,,-,,776.3,,9.5,,1.23,,2.072,ppt,2.072,ppt,1.15,,-,,19.1,,2.7,,13.98,,0.189,ppt,0.189,ppt,3.51,,-,,4.3,,1.8,,42.24,,,,,,,,-,,25.8,,2.5,,9.61,,0.213,ppt,0.213,ppt,2.89,,-,,27.0,,0.7,,2.62,,0.216,ppt,0.216,ppt,0.82,,-,,609.0,,14.8,,2.44,,1.663,ppt,1.663,ppt,2.22,,-,,173.8,,1.8,,1.02,,0.581,ppt,0.581,ppt,0.76,,-,,991.8,,35.7,,3.60,,2.614,ppt,2.614,ppt,3.40,,-,,759.8,,13.1,,1.72,,2.037,ppt,2.037,ppt,1.60,,-,,66.8,,5.3,,7.95,,0.314,ppt,0.314,ppt,4.19,,-,,206.8,,24.4,,11.80,,0.663,ppt,0.663,ppt,9.15,,
Ir193(LR),-,,913.3,,74.7,,8.18,,,,,,,,-,,175362.2,,3371.2,,1.92,,,,,,,,-,,177506.2,,1644.7,,0.93,,,,,,,,-,,183665.2,,1354.8,,0.74,,,,,,,,-,,184859.4,,3150.0,,1.70,,,,,,,,-,,184083.6,,1228.7,,0.67,,,,,,,,-,,200494.6,,3099.1,,1.55,,,,,,,,-,,749.6,,28.6,,3.82,,,,,,,,-,,168666.6,,1549.7,,0.92,,,not calib.,,not calib.,,,-,,168103.0,,2297.0,,1.37,,,not calib.,,not calib.,,,-,,190715.2,,3342.6,,1.75,,,not calib.,,not calib.,,,-,,166573.2,,699.2,,0.42,,,not calib.,,not calib.,,,-,,168346.6,,14.4,,0.01,,,not calib.,,not calib.,,,-,,168802.0,,1711.8,,1.01,,,not calib.,,not calib.,,,-,,168143.6,,2627.6,,1.56,,,not calib.,,not calib.,,,-,,169204.0,,2210.7,,1.31,,,not calib.,,not calib.,,,-,,757.2,,3.6,,0.47,,,,,,,,-,,169704.6,,1208.6,,0.71,,,not calib.,,not calib.,,,-,,169987.0,,2428.8,,1.43,,,not calib.,,not calib.,,,-,,166793.6,,2074.4,,1.24,,,not calib.,,not calib.,,,-,,169265.6,,2224.8,,1.31,,,not calib.,,not calib.,,,-,,169818.4,,2089.6,,1.23,,,not calib.,,not calib.,,,-,,169902.2,,4526.9,,2.66,,,not calib.,,not calib.,,,-,,171547.6,,1569.8,,0.92,,,not calib.,,not calib.,,,-,,166047.4,,538.2,,0.32,,,not calib.,,not calib.,,,-,,671.6,,53.4,,7.95,,,,,,,,-,,161317.8,,3889.9,,2.41,,,not calib.,,not calib.,,,-,,163312.0,,1809.1,,1.11,,,not calib.,,not calib.,,,-,,165811.0,,4102.1,,2.47,,,not calib.,,not calib.,,,-,,165741.8,,976.1,,0.59,,,not calib.,,not calib.,,,-,,170376.6,,72.1,,0.04,,,not calib.,,not calib.,,,-,,163824.6,,123.0,,0.08,,,not calib.,,not calib.,,,-,,163734.2,,4925.1,,3.01,,,not calib.,,not calib.,,,-,,165291.0,,1693.9,,1.02,,,not calib.,,not calib.,,,
Pb208(LR),-,,6175.1,,226.7,,3.67,,,,,,,,-,,5437.1,,292.8,,5.39,,,,,,,,-,,6093.3,,248.0,,4.07,,,,,,,,-,,7463.5,,305.8,,4.10,,,,,,,,-,,12278.3,,558.6,,4.55,,,,,,,,-,,27933.6,,150.2,,0.54,,,,,,,,-,,71173.8,,1398.7,,1.97,,,,,,,,-,,4816.0,,349.5,,7.26,,,,,,,,-,,4760.0,,478.3,,10.05,,6.578,ppt,6.578,ppt,37.99,,-,,4748.3,,421.5,,8.88,,6.517,ppt,6.517,ppt,33.80,,-,,5013.9,,605.7,,12.08,,7.905,ppt,7.905,ppt,40.04,,-,,6183.4,,375.5,,6.07,,14.017,ppt,14.017,ppt,14.00,,-,,4905.3,,263.3,,5.37,,7.338,ppt,7.338,ppt,18.75,,-,,4098.0,,96.8,,2.36,,3.119,ppt,3.119,ppt,16.21,,-,,4189.0,,208.9,,4.99,,3.594,ppt,3.594,ppt,30.37,,-,,4325.9,,211.4,,4.89,,4.310,ppt,4.310,ppt,25.63,,-,,3926.8,,72.0,,1.83,,,,,,,,-,,3724.1,,122.7,,3.30,,5.811,ppt,5.811,ppt,11.03,,-,,3830.9,,155.9,,4.07,,6.369,ppt,6.369,ppt,12.79,,-,,3652.3,,172.4,,4.72,,5.436,ppt,5.436,ppt,16.57,,-,,4451.1,,81.5,,1.83,,9.610,ppt,9.610,ppt,4.43,,-,,3870.2,,22.4,,0.58,,6.575,ppt,6.575,ppt,1.78,,-,,3799.2,,101.4,,2.67,,6.204,ppt,6.204,ppt,8.54,,-,,3422.6,,13.0,,0.38,,4.236,ppt,4.236,ppt,1.60,,-,,3668.9,,2.3,,0.06,,5.523,ppt,5.523,ppt,0.21,,-,,3418.5,,155.9,,4.56,,,,,,,,-,,3465.2,,118.1,,3.41,,7.114,ppt,7.114,ppt,8.67,,-,,3144.6,,14.2,,0.45,,5.439,ppt,5.439,ppt,1.37,,-,,3337.5,,138.1,,4.14,,6.447,ppt,6.447,ppt,11.19,,-,,3334.0,,206.3,,6.19,,6.429,ppt,6.429,ppt,16.77,,-,,3148.8,,109.8,,3.49,,5.461,ppt,5.461,ppt,10.51,,-,,3188.9,,38.9,,1.22,,5.671,ppt,5.671,ppt,3.59,,-,,3164.7,,42.5,,1.34,,5.544,ppt,5.544,ppt,4.01,,-,,3201.4,,2.4,,0.08,,5.736,ppt,5.736,ppt,0.22,,
Th232(LR),-,,11.1,,3.9,,35.36,,,,,,,,-,,395.6,,31.9,,8.06,,,,,,,,-,,1046.4,,104.6,,9.99,,,,,,,,-,,2961.9,,79.9,,2.70,,,,,,,,-,,8777.7,,207.4,,2.36,,,,,,,,-,,28099.2,,177.7,,0.63,,,,,,,,-,,82581.2,,2140.0,,2.59,,,,,,,,-,,17.2,,11.0,,64.28,,,,,,,,-,,766963.2,,17823.6,,2.32,,32068.965,ppt,32068.965,ppt,2.32,,-,,119199.4,,1926.2,,1.62,,4999.799,ppt,4999.799,ppt,1.61,,-,,185766.2,,12425.0,,6.69,,7781.535,ppt,7781.535,ppt,6.67,,-,,209058.0,,5492.2,,2.63,,8754.867,ppt,8754.867,ppt,2.62,,-,,998.7,,5.4,,0.55,,60.352,ppt,60.352,ppt,0.38,,-,,2940.6,,102.7,,3.49,,141.502,ppt,141.502,ppt,3.03,,-,,480780.4,,7071.6,,1.47,,20109.776,ppt,20109.776,ppt,1.47,,-,,41463.0,,401.6,,0.97,,1751.300,ppt,1751.300,ppt,0.96,,-,,27.5,,17.7,,64.28,,,,,,,,-,,13.1,,2.7,,21.06,,18.733,ppt,18.733,ppt,0.61,,-,,1391.0,,42.5,,3.06,,76.316,ppt,76.316,ppt,2.33,,-,,1501.4,,10.7,,0.71,,80.929,ppt,80.929,ppt,0.55,,-,,10704.2,,346.0,,3.23,,465.499,ppt,465.499,ppt,3.11,,-,,2526592.0,,18047.6,,0.71,,105601.025,ppt,105601.025,ppt,0.71,,-,,127773.3,,2186.5,,1.71,,5357.659,ppt,5357.659,ppt,1.71,,-,,30490.9,,115.4,,0.38,,1292.360,ppt,1292.360,ppt,0.37,,-,,51.7,,9.4,,18.25,,20.346,ppt,20.346,ppt,1.94,,-,,12.2,,9.3,,76.77,,,,,,,,-,,116.8,,86.5,,74.13,,23.707,ppt,23.707,ppt,15.25,,-,,12.8,,4.0,,31.04,,19.364,ppt,19.364,ppt,0.86,,-,,1406427.2,,42582.5,,3.03,,58791.505,ppt,58791.505,ppt,3.03,,-,,103158.7,,1822.8,,1.77,,4329.690,ppt,4329.690,ppt,1.76,,-,,59013.3,,286.3,,0.49,,2484.912,ppt,2484.912,ppt,0.48,,-,,1323166.4,,14384.2,,1.09,,55312.150,ppt,55312.150,ppt,1.09,,-,,162994.4,,2463.0,,1.51,,6830.142,ppt,6830.142,ppt,1.51,,-,,32216.0,,864.7,,2.68,,1365.091,ppt,1365.091,ppt,2.65,,
U238(LR),-,,3.6,,5.1,,141.42,,,,,,,,-,,9212.9,,35.5,,0.39,,,,,,,,-,,24682.5,,504.2,,2.04,,,,,,,,-,,68004.9,,775.4,,1.14,,,,,,,,-,,200339.4,,2201.9,,1.10,,,,,,,,-,,638312.8,,213.8,,0.03,,,,,,,,-,,1894566.4,,27867.9,,1.47,,,,,,,,-,,22.2,,19.6,,88.39,,,,,,,,-,,17.8,,3.1,,17.37,,20.402,ppt,20.402,ppt,0.03,,-,,11613.5,,205.9,,1.77,,41.534,ppt,41.534,ppt,0.90,,-,,52309.3,,1162.5,,2.22,,115.700,ppt,115.700,ppt,1.83,,-,,92.5,,0.0,,0.00,,20.538,ppt,20.538,ppt,0.00,,-,,2263.6,,134.7,,5.95,,24.494,ppt,24.494,ppt,1.00,,-,,1837.3,,14.1,,0.77,,23.718,ppt,23.718,ppt,0.11,,-,,12147.8,,53.2,,0.44,,42.508,ppt,42.508,ppt,0.23,,-,,2293.6,,7.1,,0.31,,24.549,ppt,24.549,ppt,0.05,,-,,2.1,,2.9,,141.42,,,,,,,,-,,6.8,,3.7,,54.39,,20.418,ppt,20.418,ppt,0.03,,-,,4.6,,0.6,,12.86,,20.414,ppt,20.414,ppt,0.01,,-,,2605.9,,15.9,,0.61,,25.155,ppt,25.155,ppt,0.12,,-,,1905.0,,63.9,,3.35,,23.878,ppt,23.878,ppt,0.49,,-,,455.9,,7.1,,1.56,,21.237,ppt,21.237,ppt,0.06,,-,,5320.4,,287.2,,5.40,,30.102,ppt,30.102,ppt,1.74,,-,,3052.2,,54.9,,1.80,,25.968,ppt,25.968,ppt,0.39,,-,,16.3,,5.3,,32.64,,20.435,ppt,20.435,ppt,0.05,,-,,1.6,,2.2,,141.42,,,,,,,,-,,1228.1,,17.8,,1.45,,22.645,ppt,22.645,ppt,0.14,,-,,284.1,,51.5,,18.12,,20.925,ppt,20.925,ppt,0.45,,-,,734.2,,99.3,,13.52,,21.745,ppt,21.745,ppt,0.83,,-,,5075.9,,143.6,,2.83,,29.657,ppt,29.657,ppt,0.88,,-,,10781.9,,19.5,,0.18,,40.056,ppt,40.056,ppt,0.09,,-,,96.3,,19.4,,20.20,,20.582,ppt,20.582,ppt,0.17,,-,,16305.1,,532.2,,3.26,,50.122,ppt,50.122,ppt,1.93,,-,,11022.7,,119.0,,1.08,,40.495,ppt,40.495,ppt,0.54,,
Zr91++(LR),-,,0.0,,0.0,,,not def.,,,,,,,-,,142.2,,11.8,,8.32,,,,,,,,-,,478.0,,28.5,,5.96,,,,,,,,-,,1227.8,,28.5,,2.32,,,,,,,,-,,3833.1,,124.7,,3.25,,,,,,,,-,,12247.9,,872.7,,7.13,,,,,,,,-,,34185.2,,616.8,,1.80,,,,,,,,-,,14.6,,2.9,,20.09,,,,,,,,-,,4550.5,,71.2,,1.56,,,not calib.,,not calib.,,,-,,4671.3,,292.0,,6.25,,,not calib.,,not calib.,,,-,,61434.8,,1599.5,,2.60,,,not calib.,,not calib.,,,-,,777.3,,39.2,,5.04,,,not calib.,,not calib.,,,-,,276.5,,64.0,,23.16,,,not calib.,,not calib.,,,-,,1479.5,,156.7,,10.59,,,not calib.,,not calib.,,,-,,1612.9,,138.8,,8.60,,,not calib.,,not calib.,,,-,,1280.6,,17.9,,1.39,,,not calib.,,not calib.,,,-,,3.1,,4.4,,141.42,,,,,,,,-,,0.0,,0.0,,,not def.,,not calib.,,not calib.,,,-,,168.4,,60.5,,35.93,,,not calib.,,not calib.,,,-,,217.4,,16.2,,7.44,,,not calib.,,not calib.,,,-,,1502.1,,181.6,,12.09,,,not calib.,,not calib.,,,-,,4223.3,,121.0,,2.86,,,not calib.,,not calib.,,,-,,1995.4,,10.6,,0.53,,,not calib.,,not calib.,,,-,,9603.7,,259.9,,2.71,,,not calib.,,not calib.,,,-,,0.0,,0.0,,,not def.,,not calib.,,not calib.,,,-,,0.0,,0.0,,,not def.,,,,,,,-,,0.0,,0.0,,,not def.,,not calib.,,not calib.,,,-,,0.0,,0.0,,,not def.,,not calib.,,not calib.,,,-,,3259.1,,39.2,,1.20,,,not calib.,,not calib.,,,-,,2116.3,,67.7,,3.20,,,not calib.,,not calib.,,,-,,20885.3,,28.5,,0.14,,,not calib.,,not calib.,,,-,,4170.4,,32.0,,0.77,,,not calib.,,not calib.,,,-,,3135.8,,0.0,,0.00,,,not calib.,,not calib.,,,-,,13023.5,,459.4,,3.53,,,not calib.,,not calib.,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Errorcodes :   S=Amplifier Skipped    D=Intensity Defocussed   O=Overflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
